"DATE","MS04307_DEW","CALC_DEW","MS04308_VPD","CALC_VPD","CALC_SATVP","CALC_VAP"
"1998-07-11 00:00",14.2,14.63,6.5,5.41,22.07,16.62
"1998-07-12 00:00",13.6,14.92,8.8,5.93,22.9,16.93
"1998-07-13 00:00",13.5,14.98,9.9,6.59,23.62,17.0
"1998-07-14 00:00",14.2,15.47,9.1,5.89,23.48,17.55
"1998-07-15 00:00",14.5,16.26,11.9,7.26,25.75,18.44
"1998-07-16 00:00",16.1,17.96,14.3,8.13,28.72,20.55
"1998-07-17 00:00",14.4,16.4,13.5,8.38,27.04,18.61
"1998-07-18 00:00",14.5,16.23,11.9,7.29,25.75,18.42
"1998-07-19 00:00",16.3,16.98,8.1,6.08,25.44,19.31
"1998-07-20 00:00",16.2,17.37,10.0,6.06,25.91,19.8
"1998-07-21 00:00",17.6,19.09,12.4,7.33,29.42,22.05
"1998-07-22 00:00",18.4,19.6,11.7,7.32,30.14,22.76
"1998-07-23 00:00",17.4,18.31,9.5,6.65,27.7,21.0
"1998-07-24 00:00",15.9,17.12,9.6,6.07,25.59,19.48
"1998-07-25 00:00",16.2,18.12,13.4,7.93,28.72,20.75
"1998-07-26 00:00",18.7,20.98,18.4,11.37,36.22,24.79
"1998-07-27 00:00",18.3,20.24,17.1,11.02,34.76,23.69
"1998-07-28 00:00",17.2,19.46,17.5,10.54,33.16,22.56
"1998-07-29 00:00",18.2,18.86,6.6,4.59,26.39,21.74
"1998-07-30 00:00",16.7,17.17,7.1,5.53,25.13,19.55
"1998-07-31 00:00",15.2,15.42,4.9,4.27,21.79,17.48
"1998-08-01 00:00",15.2,16.22,8.4,5.48,23.92,18.4
"1998-08-02 00:00",16.0,17.77,12.6,7.19,27.53,20.3
"1998-08-03 00:00",17.5,19.15,13.8,7.96,30.14,22.13
"1998-08-04 00:00",19.3,20.84,14.4,8.52,33.16,24.58
"1998-08-05 00:00",16.3,17.85,12.2,8.27,28.72,20.4
"1998-08-06 00:00",13.5,14.4,7.7,5.24,21.66,16.38
"1998-08-07 00:00",12.3,13.58,8.6,5.3,20.86,15.53
"1998-08-08 00:00",13.6,15.1,10.4,6.32,23.48,17.12
"1998-08-09 00:00",14.1,15.39,9.8,6.28,23.77,17.46
"1998-08-10 00:00",14.1,15.7,11.4,6.97,24.82,17.8
"1998-08-11 00:00",14.8,16.34,12.2,7.16,25.75,18.55
"1998-08-12 00:00",15.7,17.66,14.4,8.17,28.38,20.16
"1998-08-13 00:00",17.8,19.5,14.5,8.56,31.24,22.63
"1998-08-14 00:00",16.3,18.17,14.2,8.73,29.6,20.82
"1998-08-15 00:00",14.3,14.77,5.9,4.58,21.39,16.77
"1998-08-16 00:00",11.1,12.03,7.0,5.28,19.34,14.03
"1998-08-17 00:00",9.6,11.17,8.2,4.99,18.26,13.25
"1998-08-18 00:00",9.4,10.84,8.0,4.81,17.8,12.97
"1998-08-19 00:00",11.1,12.54,9.5,5.54,20.09,14.51
"1998-08-20 00:00",14.1,14.81,6.0,4.0,20.86,16.82
"1998-08-21 00:00",15.2,16.04,7.7,5.39,23.62,18.2
"1998-08-22 00:00",13.7,14.9,9.0,5.68,22.62,16.91
"1998-08-23 00:00",12.6,12.83,4.3,3.8,18.61,14.79
"1998-08-24 00:00",11.7,12.83,7.3,4.16,18.97,14.79
"1998-08-25 00:00",12.0,13.34,8.4,5.02,20.34,15.28
"1998-08-26 00:00",12.0,13.52,9.2,5.22,20.73,15.47
"1998-08-27 00:00",12.6,14.8,13.0,6.78,23.62,16.81
"1998-08-28 00:00",13.0,15.41,15.2,8.39,25.91,17.47
"1998-08-29 00:00",12.7,14.97,14.1,7.94,24.97,16.99
"1998-08-30 00:00",13.3,15.36,13.1,7.52,24.97,17.42
"1998-08-31 00:00",12.3,15.56,17.9,9.03,26.71,17.64
"1998-09-01 00:00",13.5,16.08,17.6,9.59,27.87,18.24
"1998-09-02 00:00",14.9,17.03,14.9,8.28,27.7,19.37
"1998-09-03 00:00",15.5,17.26,13.6,7.66,27.37,19.66
"1998-09-04 00:00",15.2,16.94,12.3,7.07,26.39,19.27
"1998-09-05 00:00",13.0,15.26,13.1,7.33,24.67,17.3
"1998-09-06 00:00",12.3,14.61,13.7,7.58,24.22,16.6
"1998-09-07 00:00",12.6,13.84,9.8,6.65,22.48,15.79
"1998-09-08 00:00",12.8,12.94,5.1,4.66,19.58,14.89
"1998-09-09 00:00",8.5,9.4,4.9,3.54,15.35,11.78
"1998-09-10 00:00",7.9,9.38,6.8,3.76,15.55,11.76
"1998-09-11 00:00",10.3,11.97,8.9,4.62,18.61,13.97
"1998-09-12 00:00",12.4,13.9,9.8,5.24,21.12,15.85
"1998-09-13 00:00",12.3,14.04,10.2,5.49,21.52,16.0
"1998-09-14 00:00",13.7,15.29,10.6,5.67,23.05,17.34
"1998-09-15 00:00",13.3,14.82,9.9,6.05,22.9,16.82
"1998-09-16 00:00",11.5,13.14,10.1,6.0,21.12,15.09
"1998-09-17 00:00",10.3,11.16,6.6,4.64,17.92,13.25
"1998-09-18 00:00",13.4,13.37,0.3,0.3,15.65,15.32
"1998-09-19 00:00",13.3,13.36,1.3,1.03,16.37,15.31
"1998-09-20 00:00",11.4,11.74,2.6,1.65,15.45,13.76
"1998-09-21 00:00",9.9,10.86,4.9,2.44,15.45,12.98
"1998-09-22 00:00",10.6,11.71,5.5,2.82,16.59,13.74
"1998-09-23 00:00",11.8,12.78,5.6,2.92,17.69,14.74
"1998-09-24 00:00",11.9,12.68,4.7,2.79,17.46,14.64
"1998-09-25 00:00",12.6,12.58,0.4,0.37,14.95,14.55
"1998-09-26 00:00",10.0,10.44,2.9,1.72,14.37,12.62
"1998-09-27 00:00",10.9,11.52,3.6,1.75,15.35,13.57
"1998-09-28 00:00",12.3,12.91,4.2,2.13,17.02,14.86
"1998-09-29 00:00",12.5,13.02,4.0,2.12,17.13,14.97
"1998-09-30 00:00",12.2,12.8,3.9,2.02,16.8,14.75
"1998-10-01 00:00",10.8,10.99,1.9,1.54,14.66,13.09
"1998-10-02 00:00",9.6,9.7,0.6,0.55,12.59,12.02
"1998-10-03 00:00",9.5,9.56,0.4,0.33,12.26,11.91
"1998-10-04 00:00",9.0,9.01,0.5,0.37,11.86,11.47
"1998-10-05 00:00",8.5,8.58,1.1,0.61,11.78,11.15
"1998-10-06 00:00",10.6,10.67,1.4,0.79,13.64,12.82
"1998-10-07 00:00",11.0,11.29,2.0,1.18,14.56,13.36
"1998-10-08 00:00",11.1,11.1,0.4,0.33,13.55,13.19
"1998-10-09 00:00",9.4,9.33,0.2,0.19,11.94,11.72
"1998-10-10 00:00",8.6,8.61,0.8,0.59,11.78,11.17
"1998-10-11 00:00",9.7,9.78,0.8,0.57,12.68,12.08
"1998-10-12 00:00",10.7,10.71,0.8,0.58,13.46,12.85
"1998-10-13 00:00",11.3,11.19,0.2,0.16,13.46,13.27
"1998-10-14 00:00",9.4,9.42,0.2,0.2,12.02,11.79
"1998-10-15 00:00",7.7,7.63,0.3,0.25,10.71,10.45
"1998-10-16 00:00",7.0,7.13,0.8,0.6,10.71,10.1
"1998-10-17 00:00",7.1,7.29,1.1,0.71,10.93,10.21
"1998-10-18 00:00",9.7,9.77,1.0,0.66,12.76,12.08
"1998-10-19 00:00",5.8,5.99,1.5,0.73,10.08,9.34
"1998-10-20 00:00",6.5,6.73,1.4,0.66,10.5,9.82
"1998-10-21 00:00",7.0,7.27,1.3,0.65,10.86,10.19
"1998-10-22 00:00",7.6,7.81,1.2,0.64,11.23,10.58
"1998-10-23 00:00",7.8,7.91,1.2,0.64,11.31,10.65
"1998-10-24 00:00",10.4,10.39,0.2,0.15,12.76,12.58
"1998-10-25 00:00",10.9,10.9,0.9,0.69,13.73,13.01
"1998-10-26 00:00",9.2,9.33,0.9,0.51,12.26,11.72
"1998-10-27 00:00",9.1,9.07,0.3,0.24,11.78,11.52
"1998-10-28 00:00",7.3,7.34,0.5,0.38,10.64,10.24
"1998-10-29 00:00",5.0,5.11,0.8,0.55,9.34,8.78
"1998-10-30 00:00",3.7,3.79,0.5,0.28,8.3,8.01
"1998-10-31 00:00",5.3,5.25,0.0,0.02,8.9,8.87
"1998-11-01 00:00",8.4,8.32,0.2,0.19,11.16,10.95
"1998-11-02 00:00",7.6,7.6,0.4,0.35,10.79,10.42
"1998-11-03 00:00",7.8,7.73,0.0,0.03,10.57,10.52
"1998-11-04 00:00",9.7,9.69,0.3,0.23,12.26,12.01
"1998-11-05 00:00",6.6,6.54,0.2,0.16,9.87,9.7
"1998-11-06 00:00",5.1,5.17,0.3,0.25,9.09,8.82
"1998-11-07 00:00",4.5,4.5,0.1,0.11,8.54,8.42
"1998-11-08 00:00",5.0,5.05,0.2,0.21,8.96,8.74
"1998-11-09 00:00",5.3,5.3,0.3,0.24,9.15,8.9
"1998-11-10 00:00",3.5,3.56,0.0,0.02,7.9,7.88
"1998-11-11 00:00",4.2,4.22,0.4,0.27,8.54,8.25
"1998-11-12 00:00",6.2,6.16,0.3,0.21,9.67,9.44
"1998-11-13 00:00",7.6,7.54,0.3,0.24,10.64,10.38
"1998-11-14 00:00",7.0,6.9,0.3,0.19,10.14,9.94
"1998-11-15 00:00",9.6,9.51,0.1,0.05,11.94,11.87
"1998-11-16 00:00",7.8,7.76,0.1,0.09,10.64,10.54
"1998-11-17 00:00",6.9,6.85,0.0,0.02,9.94,9.9
"1998-11-18 00:00",6.9,6.83,0.1,0.1,10.01,9.89
"1998-11-19 00:00",6.5,6.53,0.1,0.1,9.8,9.69
"1998-11-20 00:00",7.9,7.88,0.0,0.0,10.64,10.62
"1998-11-21 00:00",7.3,7.19,0.1,0.06,10.21,10.14
"1998-11-22 00:00",4.8,4.73,0.1,0.1,8.66,8.55
"1998-11-23 00:00",6.1,6.08,0.1,0.07,9.47,9.39
"1998-11-24 00:00",5.5,5.51,0.1,0.11,9.15,9.03
"1998-11-25 00:00",8.0,8.05,0.8,0.7,11.46,10.75
"1998-11-26 00:00",7.8,7.74,0.2,0.17,10.71,10.53
"1998-11-27 00:00",6.2,6.28,0.2,0.14,9.67,9.52
"1998-11-28 00:00",4.0,4.0,0.2,0.17,8.3,8.13
"1998-11-29 00:00",2.3,2.29,0.0,0.0,7.21,7.2
"1998-11-30 00:00",5.2,5.22,0.0,0.04,8.9,8.85
"1998-12-01 00:00",5.7,5.67,0.0,0.01,9.15,9.13
"1998-12-02 00:00",5.9,5.92,0.0,0.04,9.34,9.29
"1998-12-03 00:00",3.1,3.06,0.1,0.12,7.74,7.61
"1998-12-04 00:00",2.9,2.87,0.3,0.22,7.74,7.51
"1998-12-05 00:00",1.1,1.09,0.0,0.0,6.61,6.61
"1998-12-06 00:00",1.2,1.25,0.1,0.07,6.76,6.69
"1998-12-07 00:00",1.3,1.29,0.0,0.0,6.71,6.71
"1998-12-08 00:00",1.5,1.54,0.2,0.13,6.95,6.83
"1998-12-09 00:00",-0.1,0.02,0.2,0.12,6.24,6.12
"1998-12-12 00:00",5.0,4.97,0.0,0.01,8.72,8.7
"1998-12-13 00:00",5.1,5.08,0.0,0.0,8.78,8.77
"1998-12-14 00:00",2.8,2.73,0.1,0.08,7.52,7.43
"1998-12-15 00:00",0.4,0.37,0.1,0.06,6.33,6.28
"1998-12-16 00:00",0.7,0.77,0.2,0.11,6.57,6.46
"1998-12-17 00:00",1.5,1.48,0.2,0.1,6.91,6.8
"1998-12-18 00:00",-0.8,-0.85,0.1,0.06,5.81,5.74
"1998-12-19 00:00",-7.1,-6.7,1.0,0.92,4.62,3.71
"1998-12-20 00:00",-18.0,-17.19,1.8,1.66,3.25,1.6
"1998-12-21 00:00",-12.7,-11.95,1.0,0.76,3.2,2.46
"1998-12-22 00:00",-8.2,-8.19,0.3,0.24,3.54,3.3
"1998-12-23 00:00",-6.8,-6.74,0.5,0.37,4.06,3.7
"1998-12-24 00:00",-1.4,-1.36,0.1,0.11,5.64,5.53
"1998-12-25 00:00",1.6,1.58,0.0,0.01,6.86,6.85
"1998-12-26 00:00",2.3,2.32,0.2,0.14,7.36,7.22
"1998-12-27 00:00",4.6,4.55,0.1,0.08,8.54,8.45
"1998-12-28 00:00",5.3,5.27,0.0,0.01,8.9,8.88
"1998-12-29 00:00",6.2,6.17,0.0,0.01,9.47,9.45
"1998-12-30 00:00",5.9,5.89,0.2,0.12,9.41,9.27
"1998-12-31 00:00",5.9,5.94,0.0,0.03,9.34,9.3
"1999-01-01 00:00",3.1,3.13,0.1,0.09,7.74,7.65
"1999-01-02 00:00",-0.1,-0.05,0.1,0.07,6.15,6.09
"1999-01-03 00:00",-0.4,-0.35,0.1,0.07,6.02,5.96
"1999-01-04 00:00",-0.2,-0.14,0.0,0.02,6.07,6.05
"1999-01-05 00:00",0.1,0.09,0.1,0.05,6.2,6.15
"1999-01-06 00:00",1.3,1.29,0.0,0.0,6.71,6.71
"1999-01-07 00:00",3.6,3.64,0.0,0.02,7.96,7.93
"1999-01-08 00:00",1.8,1.75,0.0,0.02,6.95,6.93
"1999-01-09 00:00",0.3,0.24,0.0,0.02,6.24,6.22
"1999-01-10 00:00",1.9,1.88,0.2,0.11,7.11,6.99
"1999-01-11 00:00",1.5,1.48,0.0,0.01,6.81,6.8
"1999-01-12 00:00",4.5,4.48,0.0,0.0,8.42,8.41
"1999-01-13 00:00",3.9,3.96,0.0,0.02,8.13,8.1
"1999-01-14 00:00",6.3,6.28,0.0,0.0,9.54,9.52
"1999-01-15 00:00",7.0,6.98,0.1,0.07,10.08,9.99
"1999-01-16 00:00",4.0,3.9,0.1,0.11,8.18,8.07
"1999-01-17 00:00",3.5,3.49,0.0,0.0,7.85,7.84
"1999-01-18 00:00",5.9,5.87,0.0,0.01,9.28,9.26
"1999-01-19 00:00",5.7,5.65,0.0,0.02,9.15,9.12
"1999-01-20 00:00",3.9,3.87,0.0,0.01,8.07,8.05
"1999-01-21 00:00",2.4,2.46,0.0,0.01,7.31,7.29
"1999-01-22 00:00",1.4,1.39,0.0,0.0,6.76,6.76
"1999-01-23 00:00",2.4,2.41,0.1,0.1,7.36,7.26
"1999-01-24 00:00",0.7,0.69,0.2,0.19,6.61,6.42
"1999-01-25 00:00",-0.6,-0.62,0.1,0.09,5.93,5.84
"1999-01-26 00:00",1.2,1.19,0.0,0.0,6.66,6.66
"1999-01-27 00:00",1.8,1.77,0.2,0.16,7.11,6.94
"1999-01-28 00:00",2.4,2.48,0.0,0.01,7.31,7.3
"1999-01-29 00:00",2.8,2.8,0.2,0.15,7.63,7.47
"1999-01-30 00:00",2.3,2.32,0.2,0.14,7.36,7.22
"1999-01-31 00:00",1.8,1.82,0.0,0.04,7.0,6.97
"1999-02-01 00:00",2.3,2.31,0.2,0.15,7.36,7.21
"1999-02-02 00:00",1.4,1.44,0.0,0.03,6.81,6.78
"1999-02-03 00:00",2.6,2.58,0.1,0.11,7.47,7.35
"1999-02-04 00:00",2.7,2.76,0.1,0.12,7.57,7.45
"1999-02-05 00:00",1.4,1.39,0.0,0.0,6.76,6.76
"1999-02-06 00:00",3.6,3.57,0.2,0.18,8.07,7.89
"1999-02-07 00:00",2.7,2.72,0.1,0.09,7.52,7.42
"1999-02-08 00:00",0.5,0.48,0.0,0.01,6.33,6.33
"1999-02-09 00:00",0.6,0.57,0.3,0.24,6.61,6.37
"1999-02-11 00:00",-0.6,-0.55,0.4,0.28,6.15,5.87
"1999-02-12 00:00",0.7,0.83,0.5,0.32,6.81,6.49
"1999-02-13 00:00",1.8,1.77,0.2,0.16,7.11,6.94
"1999-02-14 00:00",2.4,2.48,0.7,0.43,7.74,7.3
"1999-02-15 00:00",2.0,1.99,0.3,0.2,7.26,7.05
"1999-02-16 00:00",3.3,3.32,0.0,0.04,7.79,7.75
"1999-02-17 00:00",2.9,2.82,0.1,0.09,7.57,7.48
"1999-02-18 00:00",2.4,2.41,0.1,0.1,7.36,7.26
"1999-02-19 00:00",3.0,2.98,0.5,0.33,7.9,7.56
"1999-02-20 00:00",1.5,1.49,0.0,0.0,6.81,6.8
"1999-02-21 00:00",2.7,2.7,0.2,0.15,7.57,7.42
"1999-02-22 00:00",3.0,2.99,0.0,0.0,7.57,7.57
"1999-02-23 00:00",5.7,5.68,0.0,0.0,9.15,9.14
"1999-02-24 00:00",5.6,5.58,0.0,0.0,9.09,9.07
"1999-02-25 00:00",3.4,3.39,0.1,0.05,7.85,7.78
"1999-02-26 00:00",3.2,3.19,0.4,0.33,8.01,7.68
"1999-02-27 00:00",5.5,5.48,0.0,0.0,9.02,9.01
"1999-02-28 00:00",6.4,6.32,0.0,0.04,9.6,9.55
"1999-03-01 00:00",3.8,3.95,0.7,0.49,8.59,8.1
"1999-03-02 00:00",3.9,3.9,0.3,0.22,8.3,8.07
"1999-03-03 00:00",2.6,2.59,0.3,0.27,7.63,7.36
"1999-03-04 00:00",1.2,1.3,0.3,0.24,6.95,6.71
"1999-03-05 00:00",0.9,0.96,0.3,0.26,6.81,6.55
"1999-03-06 00:00",1.0,1.06,0.6,0.35,6.95,6.6
"1999-03-07 00:00",1.2,1.79,1.6,1.0,7.96,6.95
"1999-03-08 00:00",2.8,2.79,0.1,0.11,7.57,7.46
"1999-03-09 00:00",1.5,1.79,1.0,0.73,7.68,6.95
"1999-03-10 00:00",1.7,1.93,0.9,0.55,7.57,7.02
"1999-03-11 00:00",0.8,1.16,1.2,0.67,7.31,6.64
"1999-03-12 00:00",3.7,3.76,0.0,0.02,8.01,7.99
"1999-03-13 00:00",6.3,6.23,0.1,0.1,9.6,9.49
"1999-03-14 00:00",5.9,5.96,0.9,0.68,10.01,9.31
"1999-03-15 00:00",5.1,5.18,0.9,0.77,9.6,8.82
"1999-03-16 00:00",2.7,3.18,1.5,0.98,8.66,7.67
"1999-03-17 00:00",4.8,4.99,1.4,0.95,9.67,8.71
"1999-03-18 00:00",7.0,7.04,0.7,0.52,10.57,10.04
"1999-03-19 00:00",6.4,6.79,2.3,1.21,11.08,9.86
"1999-03-20 00:00",5.8,6.11,1.9,1.21,10.64,9.41
"1999-03-21 00:00",7.2,7.23,0.8,0.6,10.79,10.17
"1999-03-22 00:00",5.8,5.82,0.7,0.5,9.74,9.23
"1999-03-23 00:00",6.5,6.58,1.1,0.69,10.43,9.72
"1999-03-24 00:00",7.0,7.06,0.5,0.36,10.43,10.05
"1999-03-25 00:00",6.7,6.77,0.4,0.35,10.21,9.85
"1999-03-26 00:00",3.2,3.23,0.3,0.25,7.96,7.7
"1999-03-27 00:00",2.5,2.52,0.5,0.41,7.74,7.32
"1999-03-28 00:00",3.4,3.36,0.3,0.24,8.01,7.77
"1999-03-29 00:00",3.3,3.34,0.1,0.13,7.9,7.76
"1999-03-30 00:00",2.7,2.73,0.2,0.14,7.57,7.43
"1999-03-31 00:00",2.7,2.67,0.4,0.33,7.74,7.4
"1999-04-01 00:00",3.2,3.59,1.7,1.12,9.02,7.9
"1999-04-02 00:00",2.3,2.87,2.5,1.64,9.15,7.51
"1999-04-03 00:00",1.6,1.6,0.2,0.2,7.05,6.85
"1999-04-04 00:00",2.1,2.16,0.4,0.33,7.47,7.13
"1999-04-05 00:00",3.3,3.28,0.5,0.34,8.07,7.72
"1999-04-06 00:00",3.3,3.72,2.0,1.23,9.21,7.97
"1999-04-07 00:00",4.3,4.61,1.3,0.79,9.28,8.48
"1999-04-08 00:00",2.8,2.78,0.4,0.33,7.79,7.46
"1999-04-09 00:00",2.1,2.17,0.4,0.38,7.52,7.14
"1999-04-10 00:00",3.5,3.48,0.3,0.23,8.07,7.84
"1999-04-11 00:00",4.9,5.42,2.3,1.09,10.08,8.98
"1999-04-12 00:00",5.9,6.15,2.0,1.26,10.71,9.44
"1999-04-13 00:00",4.7,5.76,3.9,2.42,11.62,9.19
"1999-04-14 00:00",1.5,4.02,6.1,3.01,11.16,8.14
"1999-04-15 00:00",3.3,6.16,8.3,3.82,13.28,9.44
"1999-04-16 00:00",6.2,8.36,8.3,4.05,15.05,10.98
"1999-04-17 00:00",7.4,8.92,7.3,4.33,15.75,11.4
"1999-04-18 00:00",9.1,9.24,1.9,1.52,13.19,11.65
"1999-04-19 00:00",8.5,8.55,1.0,0.8,11.94,11.12
"1999-04-20 00:00",5.3,5.57,1.8,1.49,10.57,9.07
"1999-04-21 00:00",4.4,4.7,1.7,1.32,9.87,8.54
"1999-04-22 00:00",4.6,4.99,2.3,1.64,10.35,8.71
"1999-04-23 00:00",3.7,6.09,7.3,3.52,12.93,9.4
"1999-04-24 00:00",6.2,8.28,7.9,3.82,14.76,10.92
"1999-04-25 00:00",7.7,7.71,1.2,0.94,11.46,10.51
"1999-04-26 00:00",3.5,3.84,2.4,2.1,10.14,8.04
"1999-04-27 00:00",3.6,3.72,0.7,0.62,8.59,7.97
"1999-04-28 00:00",3.8,4.12,1.6,1.27,9.47,8.19
"1999-04-29 00:00",6.1,7.15,4.6,2.81,12.93,10.11
"1999-04-30 00:00",5.2,7.31,6.9,4.04,14.28,10.22
"1999-05-01 00:00",7.5,7.59,1.2,1.11,11.54,10.42
"1999-05-02 00:00",5.5,5.5,0.2,0.18,9.21,9.03
"1999-05-03 00:00",4.7,4.71,0.3,0.23,8.78,8.54
"1999-05-04 00:00",4.8,4.78,0.3,0.25,8.84,8.58
"1999-05-05 00:00",7.2,7.8,3.2,1.93,12.51,10.57
"1999-05-06 00:00",7.4,7.65,2.2,1.38,11.86,10.46
"1999-05-07 00:00",3.8,3.91,0.9,0.75,8.84,8.08
"1999-05-08 00:00",3.9,3.93,0.9,0.74,8.84,8.09
"1999-05-09 00:00",3.3,3.61,1.5,1.17,9.09,7.91
"1999-05-10 00:00",3.3,3.99,2.6,1.81,9.94,8.12
"1999-05-11 00:00",8.9,8.92,0.2,0.2,11.62,11.4
"1999-05-12 00:00",6.6,6.8,1.7,1.43,11.31,9.87
"1999-05-13 00:00",5.3,5.34,0.9,0.73,9.67,8.92
"1999-05-14 00:00",5.8,6.09,1.3,1.01,10.43,9.4
"1999-05-15 00:00",5.6,5.96,2.0,1.53,10.86,9.32
"1999-05-16 00:00",5.7,6.65,4.3,2.81,12.59,9.77
"1999-05-17 00:00",10.7,10.7,0.2,0.14,13.02,12.85
"1999-05-18 00:00",10.2,10.43,1.9,1.55,14.19,12.62
"1999-05-19 00:00",8.3,9.29,4.8,3.34,15.05,11.69
"1999-05-20 00:00",8.0,8.43,3.3,2.68,13.73,11.03
"1999-05-21 00:00",8.1,9.21,5.5,3.6,15.25,11.63
"1999-05-22 00:00",7.4,10.08,10.7,5.68,18.03,12.33
"1999-05-23 00:00",9.5,12.58,14.1,7.21,21.79,14.55
"1999-05-24 00:00",12.1,13.71,10.5,6.1,21.79,15.66
"1999-05-25 00:00",10.6,11.18,5.1,3.95,17.24,13.27
"1999-05-26 00:00",7.4,10.18,10.9,5.72,18.15,12.41
"1999-05-27 00:00",9.9,11.4,8.8,5.37,18.85,13.45
"1999-05-28 00:00",9.0,10.29,7.4,4.82,17.35,12.5
"1999-05-29 00:00",8.1,9.38,7.0,4.7,16.48,11.76
"1999-05-30 00:00",6.8,8.48,7.9,4.87,15.96,11.07
"1999-05-31 00:00",10.1,11.14,6.2,4.09,17.35,13.23
"1999-06-01 00:00",8.5,8.91,3.0,2.68,14.09,11.4
"1999-06-02 00:00",4.7,5.57,3.6,2.62,11.7,9.07
"1999-06-03 00:00",6.9,7.52,3.4,2.13,12.51,10.37
"1999-06-04 00:00",10.1,10.31,3.3,2.81,15.35,12.51
"1999-06-05 00:00",10.2,10.43,2.2,1.92,14.56,12.62
"1999-06-06 00:00",6.7,6.98,1.8,1.53,11.54,9.99
"1999-06-07 00:00",6.0,6.49,2.2,1.71,11.39,9.66
"1999-06-08 00:00",6.7,7.16,2.5,1.89,12.02,10.11
"1999-06-09 00:00",6.4,7.32,4.4,2.69,12.93,10.23
"1999-06-10 00:00",6.5,8.38,7.1,4.13,15.15,10.99
"1999-06-11 00:00",9.5,11.66,10.3,5.74,19.46,13.69
"1999-06-12 00:00",13.7,14.65,7.9,5.53,22.2,16.64
"1999-06-13 00:00",14.7,16.05,10.2,6.88,25.13,18.2
"1999-06-14 00:00",14.8,16.16,10.2,6.29,24.67,18.33
"1999-06-15 00:00",14.8,15.02,3.7,3.13,20.21,17.04
"1999-06-16 00:00",13.4,14.11,7.0,5.28,21.39,16.07
"1999-06-17 00:00",11.0,12.55,8.9,5.8,20.34,14.51
"1999-06-18 00:00",11.0,12.21,7.2,5.23,19.46,14.2
"1999-06-19 00:00",11.3,12.13,6.5,4.82,18.97,14.12
"1999-06-20 00:00",12.1,12.54,3.6,2.48,17.02,14.5
"1999-06-21 00:00",13.3,13.52,3.0,2.42,17.92,15.46
"1999-06-22 00:00",12.9,13.87,7.0,4.87,20.73,15.82
"1999-06-23 00:00",13.3,14.82,10.3,6.05,22.9,16.82
"1999-06-24 00:00",13.0,12.98,1.3,1.2,16.16,14.94
"1999-06-25 00:00",10.2,10.47,2.3,1.79,14.47,12.65
"1999-06-26 00:00",9.1,9.46,3.6,2.91,14.76,11.83
"1999-06-27 00:00",9.6,10.62,6.1,4.22,17.02,12.77
"1999-06-28 00:00",11.3,12.43,7.7,5.15,19.58,14.4
"1999-06-29 00:00",11.7,13.42,10.7,6.95,22.34,15.36
"1999-06-30 00:00",13.1,13.85,7.2,5.68,21.52,15.8
"1999-07-01 00:00",10.3,10.99,5.9,4.9,18.03,13.1
"1999-07-02 00:00",8.8,8.97,3.3,3.01,14.47,11.44
"1999-07-03 00:00",8.8,9.55,4.3,3.23,15.15,11.9
"1999-07-04 00:00",9.7,10.19,3.1,2.32,14.76,12.42
